team,rank,country,elo,league,week
Levante,54,ESP,1636.40124512,ESP-La Liga,2018-1-8
Depor,64,ESP,1618.07080078,ESP-La Liga,2018-1-8
Las Palmas,78,ESP,1564.62915039,ESP-La Liga,2018-1-8
Barcelona,1,ESP,2050.66650391,ESP-La Liga,2018-1-15
Real Madrid,2,ESP,1987.71118164,ESP-La Liga,2018-1-15
Atletico,6,ESP,1933.20007324,ESP-La Liga,2018-1-15
Valencia,15,ESP,1779.17858887,ESP-La Liga,2018-1-15
Villarreal,16,ESP,1769.18469238,ESP-La Liga,2018-1-15
Bilbao,19,ESP,1756.45629883,ESP-La Liga,2018-1-15
Sevilla,23,ESP,1746.2175293,ESP-La Liga,2018-1-15
Celta,26,ESP,1718.0546875,ESP-La Liga,2018-1-15
Sociedad,27,ESP,1713.21826172,ESP-La Liga,2018-1-15
Eibar,29,ESP,1704.27038574,ESP-La Liga,2018-1-15
Espanyol,31,ESP,1700.58410645,ESP-La Liga,2018-1-15
Getafe,37,ESP,1679.13549805,ESP-La Liga,2018-1-15
Leganes,46,ESP,1657.72961426,ESP-La Liga,2018-1-15
Alaves,47,ESP,1654.66955566,ESP-La Liga,2018-1-15
Betis,48,ESP,1651.74682617,ESP-La Liga,2018-1-15
Girona,49,ESP,1647.51831055,ESP-La Liga,2018-1-15
Levante,56,ESP,1628.18469238,ESP-La Liga,2018-1-15
Malaga,59,ESP,1623.86486816,ESP-La Liga,2018-1-15
Depor,64,ESP,1612.0703125,ESP-La Liga,2018-1-15
Las Palmas,84,ESP,1553.96777344,ESP-La Liga,2018-1-15
Barcelona,1,ESP,2054.69165039,ESP-La Liga,2018-1-22
Real Madrid,2,ESP,1989.70056152,ESP-La Liga,2018-1-22
Atletico,6,ESP,1925.36987305,ESP-La Liga,2018-1-22
Villarreal,15,ESP,1772.4473877,ESP-La Liga,2018-1-22
Valencia,16,ESP,1767.60021973,ESP-La Liga,2018-1-22
Sevilla,18,ESP,1761.73425293,ESP-La Liga,2018-1-22
Bilbao,21,ESP,1756.52893066,ESP-La Liga,2018-1-22
Celta,26,ESP,1727.7635498,ESP-La Liga,2018-1-22
Eibar,29,ESP,1704.27038574,ESP-La Liga,2018-1-22
Sociedad,30,ESP,1703.50952148,ESP-La Liga,2018-1-22
Espanyol,34,ESP,1685.06738281,ESP-La Liga,2018-1-22
Getafe,37,ESP,1679.06286621,ESP-La Liga,2018-1-22
Girona,46,ESP,1655.34838867,ESP-La Liga,2018-1-22
Betis,47,ESP,1653.91760254,ESP-La Liga,2018-1-22
Leganes,48,ESP,1653.90991211,ESP-La Liga,2018-1-22
Alaves,49,ESP,1652.29321289,ESP-La Liga,2018-1-22
Levante,57,ESP,1624.92199707,ESP-La Liga,2018-1-22
Malaga,58,ESP,1623.86486816,ESP-La Liga,2018-1-22
Depor,65,ESP,1610.08093262,ESP-La Liga,2018-1-22
Las Palmas,78,ESP,1565.54614258,ESP-La Liga,2018-1-22
Barcelona,1,ESP,2055.4230957,ESP-La Liga,2018-1-29
Real Madrid,2,ESP,1997.26489258,ESP-La Liga,2018-1-29
Atletico,6,ESP,1927.04187012,ESP-La Liga,2018-1-29
Villarreal,15,ESP,1778.86804199,ESP-La Liga,2018-1-29
Valencia,17,ESP,1760.03588867,ESP-La Liga,2018-1-29
Sevilla,19,ESP,1757.36279297,ESP-La Liga,2018-1-29
Bilbao,20,ESP,1752.83117676,ESP-La Liga,2018-1-29
Celta,27,ESP,1727.7635498,ESP-La Liga,2018-1-29
Eibar,29,ESP,1703.68554688,ESP-La Liga,2018-1-29
Sociedad,31,ESP,1697.08886719,ESP-La Liga,2018-1-29
Getafe,34,ESP,1683.43432617,ESP-La Liga,2018-1-29
Espanyol,36,ESP,1678.16552734,ESP-La Liga,2018-1-29
Leganes,44,ESP,1660.81176758,ESP-La Liga,2018-1-29
Girona,45,ESP,1656.8125,ESP-La Liga,2018-1-29
Betis,47,ESP,1653.91760254,ESP-La Liga,2018-1-29
Alaves,51,ESP,1651.56176758,ESP-La Liga,2018-1-29
Levante,58,ESP,1626.73217773,ESP-La Liga,2018-1-29
Malaga,59,ESP,1626.68347168,ESP-La Liga,2018-1-29
Depor,65,ESP,1608.27062988,ESP-La Liga,2018-1-29
Las Palmas,77,ESP,1563.87414551,ESP-La Liga,2018-1-29
Barcelona,1,ESP,2048.5637207,ESP-La Liga,2018-2-5
Real Madrid,2,ESP,1990.4654541,ESP-La Liga,2018-2-5
Atletico,6,ESP,1929.80944824,ESP-La Liga,2018-2-5
Villarreal,15,ESP,1769.63513184,ESP-La Liga,2018-2-5
Valencia,18,ESP,1757.26831055,ESP-La Liga,2018-2-5
Sevilla,22,ESP,1743.12084961,ESP-La Liga,2018-2-5
Bilbao,23,ESP,1740.93518066,ESP-La Liga,2018-2-5
Celta,27,ESP,1723.97961426,ESP-La Liga,2018-2-5
Eibar,28,ESP,1717.92749023,ESP-La Liga,2018-2-5
Sociedad,30,ESP,1705.92053223,ESP-La Liga,2018-2-5
Espanyol,36,ESP,1685.02502441,ESP-La Liga,2018-2-5
Getafe,37,ESP,1680.42370605,ESP-La Liga,2018-2-5
Girona,41,ESP,1668.70837402,ESP-La Liga,2018-2-5
Leganes,43,ESP,1663.8223877,ESP-La Liga,2018-2-5
Alaves,46,ESP,1659.58154297,ESP-La Liga,2018-2-5
Betis,47,ESP,1658.91479492,ESP-La Liga,2018-2-5
Levante,55,ESP,1633.53161621,ESP-La Liga,2018-2-5
Malaga,58,ESP,1626.68347168,ESP-La Liga,2018-2-5
Depor,67,ESP,1599.43896484,ESP-La Liga,2018-2-5
Las Palmas,77,ESP,1563.87414551,ESP-La Liga,2018-2-5
Barcelona,1,ESP,2039.93920898,ESP-La Liga,2018-2-12
Real Madrid,2,ESP,1992.74597168,ESP-La Liga,2018-2-12
Atletico,6,ESP,1933.07800293,ESP-La Liga,2018-2-12
Valencia,16,ESP,1762.05273438,ESP-La Liga,2018-2-12
Villarreal,18,ESP,1756.76696777,ESP-La Liga,2018-2-12
Sevilla,19,ESP,1747.36865234,ESP-La Liga,2018-2-12
Bilbao,23,ESP,1734.65600586,ESP-La Liga,2018-2-12
Eibar,25,ESP,1726.88696289,ESP-La Liga,2018-2-12
Celta,27,ESP,1720.56872559,ESP-La Liga,2018-2-12
Sociedad,30,ESP,1703.64001465,ESP-La Liga,2018-2-12
Getafe,34,ESP,1689.0480957,ESP-La Liga,2018-2-12
Espanyol,35,ESP,1688.43591309,ESP-La Liga,2018-2-12
Alaves,40,ESP,1672.44970703,ESP-La Liga,2018-2-12
Girona,42,ESP,1664.46057129,ESP-La Liga,2018-2-12
Betis,45,ESP,1658.91479492,ESP-La Liga,2018-2-12
Leganes,50,ESP,1654.86279297,ESP-La Liga,2018-2-12
Levante,58,ESP,1628.74731445,ESP-La Liga,2018-2-12
Malaga,64,ESP,1616.109375,ESP-La Liga,2018-2-12
Depor,66,ESP,1599.43896484,ESP-La Liga,2018-2-12
Las Palmas,75,ESP,1577.4588623,ESP-La Liga,2018-2-12
Barcelona,1,ESP,2046.1105957,ESP-La Liga,2018-2-19
Real Madrid,2,ESP,2004.06665039,ESP-La Liga,2018-2-19
Atletico,6,ESP,1940.33532715,ESP-La Liga,2018-2-19
Valencia,17,ESP,1770.5949707,ESP-La Liga,2018-2-19
Sevilla,18,ESP,1755.07714844,ESP-La Liga,2018-2-19
Villarreal,19,ESP,1749.47351074,ESP-La Liga,2018-2-19
Bilbao,20,ESP,1746.70776367,ESP-La Liga,2018-2-19
Eibar,26,ESP,1724.67980957,ESP-La Liga,2018-2-19
Celta,29,ESP,1722.55078125,ESP-La Liga,2018-2-19
Sociedad,31,ESP,1708.68933105,ESP-La Liga,2018-2-19
Getafe,35,ESP,1691.03027344,ESP-La Liga,2018-2-19
Espanyol,36,ESP,1689.67907715,ESP-La Liga,2018-2-19
Alaves,39,ESP,1678.57434082,ESP-La Liga,2018-2-19
Girona,40,ESP,1676.60717773,ESP-La Liga,2018-2-19
Betis,45,ESP,1665.76293945,ESP-La Liga,2018-2-19
Leganes,51,ESP,1646.68054199,ESP-La Liga,2018-2-19
Levante,61,ESP,1623.19775391,ESP-La Liga,2018-2-19
Malaga,64,ESP,1611.53149414,ESP-La Liga,2018-2-19
Depor,71,ESP,1588.77929688,ESP-La Liga,2018-2-19
Las Palmas,77,ESP,1573.71472168,ESP-La Liga,2018-2-19
Barcelona,1,ESP,2042.91662598,ESP-La Liga,2018-2-26
Real Madrid,2,ESP,2003.83129883,ESP-La Liga,2018-2-26
Atletico,6,ESP,1944.56860352,ESP-La Liga,2018-2-26
Valencia,17,ESP,1769.1126709,ESP-La Liga,2018-2-26
Bilbao,19,ESP,1740.03027344,ESP-La Liga,2018-2-26
Sevilla,20,ESP,1739.79321289,ESP-La Liga,2018-2-26
Villarreal,22,ESP,1738.77160645,ESP-La Liga,2018-2-26
Celta,29,ESP,1713.96704102,ESP-La Liga,2018-2-26
Eibar,31,ESP,1710.22045898,ESP-La Liga,2018-2-26
Sociedad,34,ESP,1692.69238281,ESP-La Liga,2018-2-26
Getafe,35,ESP,1691.59729004,ESP-La Liga,2018-2-26
Espanyol,36,ESP,1683.4119873,ESP-La Liga,2018-2-26
Alaves,40,ESP,1670.6541748,ESP-La Liga,2018-2-26
Girona,42,ESP,1668.96630859,ESP-La Liga,2018-2-26
Betis,45,ESP,1660.01965332,ESP-La Liga,2018-2-26
Leganes,59,ESP,1633.46740723,ESP-La Liga,2018-2-26
Levante,61,ESP,1617.4543457,ESP-La Liga,2018-2-26
Malaga,65,ESP,1602.45019531,ESP-La Liga,2018-2-26
Depor,74,ESP,1583.55969238,ESP-La Liga,2018-2-26
Las Palmas,79,ESP,1572.10986328,ESP-La Liga,2018-2-26
Barcelona,1,ESP,2038.91210938,ESP-La Liga,2018-3-5
Real Madrid,3,ESP,1992.02270508,ESP-La Liga,2018-3-5
Atletico,7,ESP,1943.14257812,ESP-La Liga,2018-3-5
Valencia,17,ESP,1775.85632324,ESP-La Liga,2018-3-5
Sevilla,18,ESP,1754.61804199,ESP-La Liga,2018-3-5
Bilbao,21,ESP,1730.3203125,ESP-La Liga,2018-3-5
Villarreal,29,ESP,1715.5736084,ESP-La Liga,2018-3-5
Eibar,30,ESP,1715.33532715,ESP-La Liga,2018-3-5
Celta,31,ESP,1707.17211914,ESP-La Liga,2018-3-5
Sociedad,33,ESP,1700.04223633,ESP-La Liga,2018-3-5
Espanyol,34,ESP,1696.86669922,ESP-La Liga,2018-3-5
Getafe,35,ESP,1696.03186035,ESP-La Liga,2018-3-5
Girona,36,ESP,1692.41882324,ESP-La Liga,2018-3-5
Alaves,42,ESP,1669.77001953,ESP-La Liga,2018-3-5
Betis,43,ESP,1665.98095703,ESP-La Liga,2018-3-5
Leganes,57,ESP,1638.3125,ESP-La Liga,2018-3-5
Levante,67,ESP,1600.1607666,ESP-La Liga,2018-3-5
Malaga,72,ESP,1588.22399902,ESP-La Liga,2018-3-5
Las Palmas,76,ESP,1580.10949707,ESP-La Liga,2018-3-5
Depor,77,ESP,1578.7244873,ESP-La Liga,2018-3-5
Barcelona,1,ESP,2041.02124023,ESP-La Liga,2018-3-12
Real Madrid,2,ESP,2001.37780762,ESP-La Liga,2018-3-12
Atletico,6,ESP,1950.6706543,ESP-La Liga,2018-3-12
Valencia,15,ESP,1789.37512207,ESP-La Liga,2018-3-12
Sevilla,19,ESP,1741.18066406,ESP-La Liga,2018-3-12
Bilbao,26,ESP,1726.36987305,ESP-La Liga,2018-3-12
Villarreal,27,ESP,1725.13500977,ESP-La Liga,2018-3-12
Eibar,30,ESP,1711.87597656,ESP-La Liga,2018-3-12
Celta,31,ESP,1707.12890625,ESP-La Liga,2018-3-12
Espanyol,33,ESP,1702.8482666,ESP-La Liga,2018-3-12
Girona,35,ESP,1697.36914062,ESP-La Liga,2018-3-12
Sociedad,37,ESP,1694.14208984,ESP-La Liga,2018-3-12
Getafe,38,ESP,1683.40429688,ESP-La Liga,2018-3-12
Alaves,41,ESP,1669.81079102,ESP-La Liga,2018-3-12
Betis,42,ESP,1666.02172852,ESP-La Liga,2018-3-12
Leganes,58,ESP,1632.39782715,ESP-La Liga,2018-3-12
Levante,62,ESP,1612.86975098,ESP-La Liga,2018-3-12
Malaga,72,ESP,1586.19628906,ESP-La Liga,2018-3-12
Depor,77,ESP,1573.85559082,ESP-La Liga,2018-3-12
Las Palmas,79,ESP,1567.47570801,ESP-La Liga,2018-3-12
Barcelona,1,ESP,2054.02954102,ESP-La Liga,2018-3-19
Real Madrid,2,ESP,2008.70544434,ESP-La Liga,2018-3-19
Atletico,6,ESP,1946.55334473,ESP-La Liga,2018-3-19
Valencia,15,ESP,1799.07885742,ESP-La Liga,2018-3-19
Sevilla,19,ESP,1755.0612793,ESP-La Liga,2018-3-19
Villarreal,22,ESP,1742.43237305,ESP-La Liga,2018-3-19
Bilbao,29,ESP,1720.82910156,ESP-La Liga,2018-3-19
Eibar,31,ESP,1708.5949707,ESP-La Liga,2018-3-19
Celta,32,ESP,1707.01013184,ESP-La Liga,2018-3-19
Girona,33,ESP,1700.49609375,ESP-La Liga,2018-3-19
Getafe,34,ESP,1699.26928711,ESP-La Liga,2018-3-19
Betis,35,ESP,1697.17224121,ESP-La Liga,2018-3-19
Espanyol,36,ESP,1697.02429199,ESP-La Liga,2018-3-19
Sociedad,39,ESP,1688.73181152,ESP-La Liga,2018-3-19
Alaves,46,ESP,1655.68994141,ESP-La Liga,2018-3-19
Leganes,52,ESP,1646.82788086,ESP-La Liga,2018-3-19
Levante,58,ESP,1626.60546875,ESP-La Liga,2018-3-19
Malaga,66,ESP,1596.76977539,ESP-La Liga,2018-3-19
Depor,78,ESP,1576.4576416,ESP-La Liga,2018-3-19
Las Palmas,80,ESP,1575.32849121,ESP-La Liga,2018-3-19
Barcelona,1,ESP,2054.02954102,ESP-La Liga,2018-3-26
Real Madrid,2,ESP,2008.70544434,ESP-La Liga,2018-3-26
Atletico,6,ESP,1946.55334473,ESP-La Liga,2018-3-26
Valencia,15,ESP,1799.07885742,ESP-La Liga,2018-3-26
Sevilla,19,ESP,1755.0612793,ESP-La Liga,2018-3-26
Villarreal,22,ESP,1742.43237305,ESP-La Liga,2018-3-26
Bilbao,29,ESP,1720.82910156,ESP-La Liga,2018-3-26
Eibar,31,ESP,1708.5949707,ESP-La Liga,2018-3-26
Celta,32,ESP,1707.01013184,ESP-La Liga,2018-3-26
Girona,33,ESP,1700.49609375,ESP-La Liga,2018-3-26
Getafe,34,ESP,1699.26928711,ESP-La Liga,2018-3-26
Betis,35,ESP,1697.17224121,ESP-La Liga,2018-3-26
Espanyol,36,ESP,1697.02429199,ESP-La Liga,2018-3-26
Sociedad,39,ESP,1688.73181152,ESP-La Liga,2018-3-26
Alaves,46,ESP,1655.68994141,ESP-La Liga,2018-3-26
Leganes,52,ESP,1646.82788086,ESP-La Liga,2018-3-26
Levante,58,ESP,1626.60546875,ESP-La Liga,2018-3-26
Malaga,66,ESP,1596.76977539,ESP-La Liga,2018-3-26
Depor,78,ESP,1576.4576416,ESP-La Liga,2018-3-26
Las Palmas,80,ESP,1575.32849121,ESP-La Liga,2018-3-26
Barcelona,1,ESP,2048.58203125,ESP-La Liga,2018-4-2
Real Madrid,2,ESP,2011.23547363,ESP-La Liga,2018-4-2
Atletico,6,ESP,1947.43603516,ESP-La Liga,2018-4-2
Valencia,15,ESP,1805.47631836,ESP-La Liga,2018-4-2
Sevilla,18,ESP,1760.50878906,ESP-La Liga,2018-4-2
Villarreal,27,ESP,1732.61242676,ESP-La Liga,2018-4-2
Bilbao,29,ESP,1718.01342773,ESP-La Liga,2018-4-2
Celta,30,ESP,1709.82592773,ESP-La Liga,2018-4-2
Eibar,32,ESP,1705.64794922,ESP-La Liga,2018-4-2
Getafe,34,ESP,1699.26928711,ESP-La Liga,2018-4-2
Betis,36,ESP,1697.17224121,ESP-La Liga,2018-4-2
Girona,37,ESP,1696.17651367,ESP-La Liga,2018-4-2
Espanyol,38,ESP,1693.52368164,ESP-La Liga,2018-4-2
Sociedad,39,ESP,1691.67883301,ESP-La Liga,2018-4-2
Alaves,46,ESP,1659.19055176,ESP-La Liga,2018-4-2
Leganes,52,ESP,1640.43029785,ESP-La Liga,2018-4-2
Levante,58,ESP,1630.92492676,ESP-La Liga,2018-4-2
Malaga,65,ESP,1606.58972168,ESP-La Liga,2018-4-2
Depor,76,ESP,1575.5748291,ESP-La Liga,2018-4-2
Las Palmas,79,ESP,1572.79846191,ESP-La Liga,2018-4-2
Barcelona,1,ESP,2060.31860352,ESP-La Liga,2018-4-9
Real Madrid,2,ESP,2029.40136719,ESP-La Liga,2018-4-9
Atletico,6,ESP,1961.38964844,ESP-La Liga,2018-4-9
Valencia,15,ESP,1815.26745605,ESP-La Liga,2018-4-9
Sevilla,20,ESP,1749.95117188,ESP-La Liga,2018-4-9
Villarreal,23,ESP,1738.84802246,ESP-La Liga,2018-4-9
Celta,28,ESP,1729.71252441,ESP-La Liga,2018-4-9
Bilbao,29,ESP,1724.24902344,ESP-La Liga,2018-4-9
Betis,30,ESP,1722.03833008,ESP-La Liga,2018-4-9
Sociedad,33,ESP,1711.14587402,ESP-La Liga,2018-4-9
Eibar,36,ESP,1703.59960938,ESP-La Liga,2018-4-9
Espanyol,39,ESP,1696.20373535,ESP-La Liga,2018-4-9
Girona,40,ESP,1689.18078613,ESP-La Liga,2018-4-9
Getafe,41,ESP,1685.5916748,ESP-La Liga,2018-4-9
Alaves,43,ESP,1674.99255371,ESP-La Liga,2018-4-9
Leganes,52,ESP,1645.70617676,ESP-La Liga,2018-4-9
Levante,53,ESP,1641.83813477,ESP-La Liga,2018-4-9
Malaga,65,ESP,1606.08557129,ESP-La Liga,2018-4-9
Depor,69,ESP,1588.5501709,ESP-La Liga,2018-4-9
Las Palmas,77,ESP,1574.35644531,ESP-La Liga,2018-4-9
Barcelona,1,ESP,2034.41723633,ESP-La Liga,2018-4-16
Real Madrid,2,ESP,2016.15759277,ESP-La Liga,2018-4-16
Atletico,6,ESP,1955.08459473,ESP-La Liga,2018-4-16
Valencia,15,ESP,1805.4654541,ESP-La Liga,2018-4-16
Sevilla,22,ESP,1739.57312012,ESP-La Liga,2018-4-16
Betis,27,ESP,1723.38330078,ESP-La Liga,2018-4-16
Villarreal,29,ESP,1718.52307129,ESP-La Liga,2018-4-16
Bilbao,30,ESP,1718.40698242,ESP-La Liga,2018-4-16
Celta,32,ESP,1713.71594238,ESP-La Liga,2018-4-16
Sociedad,33,ESP,1709.81591797,ESP-La Liga,2018-4-16
Eibar,38,ESP,1684.37329102,ESP-La Liga,2018-4-16
Getafe,39,ESP,1683.94445801,ESP-La Liga,2018-4-16
Espanyol,40,ESP,1682.04248047,ESP-La Liga,2018-4-16
Alaves,42,ESP,1678.41040039,ESP-La Liga,2018-4-16
Girona,44,ESP,1672.02734375,ESP-La Liga,2018-4-16
Leganes,52,ESP,1645.89416504,ESP-La Liga,2018-4-16
Levante,55,ESP,1631.81945801,ESP-La Liga,2018-4-16
Malaga,67,ESP,1596.48950195,ESP-La Liga,2018-4-16
Depor,70,ESP,1594.15466309,ESP-La Liga,2018-4-16
Las Palmas,82,ESP,1559.87780762,ESP-La Liga,2018-4-16
Barcelona,1,ESP,2028.54052734,ESP-La Liga,2018-4-23
Real Madrid,2,ESP,2008.12219238,ESP-La Liga,2018-4-23
Atletico,7,ESP,1927.07763672,ESP-La Liga,2018-4-23
Valencia,15,ESP,1792.75695801,ESP-La Liga,2018-4-23
Sevilla,23,ESP,1737.89318848,ESP-La Liga,2018-4-23
Betis,25,ESP,1732.91357422,ESP-La Liga,2018-4-23
Bilbao,26,ESP,1726.44238281,ESP-La Liga,2018-4-23
Villarreal,27,ESP,1722.9317627,ESP-La Liga,2018-4-23
Celta,30,ESP,1719.21643066,ESP-La Liga,2018-4-23
Sociedad,31,ESP,1717.48803711,ESP-La Liga,2018-4-23
Getafe,34,ESP,1707.3326416,ESP-La Liga,2018-4-23
Espanyol,37,ESP,1686.79504395,ESP-La Liga,2018-4-23
Eibar,39,ESP,1684.42932129,ESP-La Liga,2018-4-23
Alaves,40,ESP,1682.60168457,ESP-La Liga,2018-4-23
Girona,44,ESP,1667.51123047,ESP-La Liga,2018-4-23
Leganes,53,ESP,1637.8572998,ESP-La Liga,2018-4-23
Levante,56,ESP,1637.1373291,ESP-La Liga,2018-4-23
Malaga,66,ESP,1604.65576172,ESP-La Liga,2018-4-23
Depor,68,ESP,1599.46289062,ESP-La Liga,2018-4-23
Las Palmas,86,ESP,1542.41101074,ESP-La Liga,2018-4-23
Barcelona,1,ESP,2033.95031738,ESP-La Liga,2018-4-30
Real Madrid,2,ESP,2021.04064941,ESP-La Liga,2018-4-30
Atletico,7,ESP,1936.76403809,ESP-La Liga,2018-4-30
Valencia,15,ESP,1791.01416016,ESP-La Liga,2018-4-30
Villarreal,23,ESP,1736.51696777,ESP-La Liga,2018-4-30
Betis,24,ESP,1736.15490723,ESP-La Liga,2018-4-30
Sevilla,25,ESP,1732.91418457,ESP-La Liga,2018-4-30
Sociedad,26,ESP,1728.96496582,ESP-La Liga,2018-4-30
Celta,31,ESP,1712.11376953,ESP-La Liga,2018-4-30
Getafe,32,ESP,1707.20996094,ESP-La Liga,2018-4-30
Bilbao,35,ESP,1703.77539062,ESP-La Liga,2018-4-30
Eibar,38,ESP,1692.65490723,ESP-La Liga,2018-4-30
Espanyol,39,ESP,1684.35229492,ESP-La Liga,2018-4-30
Alaves,40,ESP,1681.53063965,ESP-La Liga,2018-4-30
Girona,42,ESP,1674.11645508,ESP-La Liga,2018-4-30
Levante,44,ESP,1666.27172852,ESP-La Liga,2018-4-30
Leganes,55,ESP,1640.26977539,ESP-La Liga,2018-4-30
Malaga,66,ESP,1607.89709473,ESP-La Liga,2018-4-30
Depor,68,ESP,1600.5357666,ESP-La Liga,2018-4-30
Las Palmas,83,ESP,1551.33654785,ESP-La Liga,2018-4-30
Barcelona,1,ESP,2032.73852539,ESP-La Liga,2018-5-7
Real Madrid,2,ESP,2025.14880371,ESP-La Liga,2018-5-7
Atletico,7,ESP,1920.75720215,ESP-La Liga,2018-5-7
Valencia,15,ESP,1785.24633789,ESP-La Liga,2018-5-7
Villarreal,23,ESP,1745.16394043,ESP-La Liga,2018-5-7
Sevilla,24,ESP,1740.10766602,ESP-La Liga,2018-5-7
Betis,26,ESP,1731.43933105,ESP-La Liga,2018-5-7
Sociedad,27,ESP,1724.65075684,ESP-La Liga,2018-5-7
Getafe,28,ESP,1714.80493164,ESP-La Liga,2018-5-7
Bilbao,29,ESP,1714.734375,ESP-La Liga,2018-5-7
Eibar,32,ESP,1710.77233887,ESP-La Liga,2018-5-7
Celta,33,ESP,1708.45678711,ESP-La Liga,2018-5-7
Espanyol,34,ESP,1708.10925293,ESP-La Liga,2018-5-7
Alaves,39,ESP,1697.53833008,ESP-La Liga,2018-5-7
Levante,45,ESP,1667.71142578,ESP-La Liga,2018-5-7
Girona,48,ESP,1658.8782959,ESP-La Liga,2018-5-7
Leganes,52,ESP,1641.70935059,ESP-La Liga,2018-5-7
Depor,68,ESP,1607.07189941,ESP-La Liga,2018-5-7
Malaga,70,ESP,1591.40429688,ESP-La Liga,2018-5-7
Las Palmas,85,ESP,1546.62072754,ESP-La Liga,2018-5-7
Barcelona,1,ESP,2021.2701416,ESP-La Liga,2018-5-14
Real Madrid,2,ESP,2015.26916504,ESP-La Liga,2018-5-14
Atletico,7,ESP,1925.86218262,ESP-La Liga,2018-5-14
Valencia,15,ESP,1791.98742676,ESP-La Liga,2018-5-14
Sevilla,20,ESP,1754.62768555,ESP-La Liga,2018-5-14
Villarreal,21,ESP,1751.59667969,ESP-La Liga,2018-5-14
Betis,26,ESP,1729.83679199,ESP-La Liga,2018-5-14
Sociedad,27,ESP,1728.59570312,ESP-La Liga,2018-5-14
Espanyol,29,ESP,1714.62451172,ESP-La Liga,2018-5-14
Eibar,30,ESP,1713.60839844,ESP-La Liga,2018-5-14
Getafe,32,ESP,1709.69995117,ESP-La Liga,2018-5-14
Alaves,34,ESP,1706.89489746,ESP-La Liga,2018-5-14
Celta,35,ESP,1705.41894531,ESP-La Liga,2018-5-14
Bilbao,36,ESP,1705.37780762,ESP-La Liga,2018-5-14
Levante,39,ESP,1698.6685791,ESP-La Liga,2018-5-14
Girona,52,ESP,1652.13720703,ESP-La Liga,2018-5-14
Leganes,61,ESP,1621.20751953,ESP-La Liga,2018-5-14
Depor,69,ESP,1597.70715332,ESP-La Liga,2018-5-14
Malaga,72,ESP,1584.88903809,ESP-La Liga,2018-5-14
Las Palmas,89,ESP,1543.78466797,ESP-La Liga,2018-5-14
Barcelona,1,ESP,2024.88061523,ESP-La Liga,2018-5-21
Real Madrid,2,ESP,2012.72790527,ESP-La Liga,2018-5-21
Atletico,6,ESP,1928.98303223,ESP-La Liga,2018-5-21
Valencia,15,ESP,1796.6541748,ESP-La Liga,2018-5-21
Sevilla,19,ESP,1761.99682617,ESP-La Liga,2018-5-21
Villarreal,20,ESP,1758.75744629,ESP-La Liga,2018-5-21
Sociedad,26,ESP,1729.60461426,ESP-La Liga,2018-5-21
Espanyol,27,ESP,1726.81591797,ESP-La Liga,2018-5-21
Betis,28,ESP,1723.18505859,ESP-La Liga,2018-5-21
Eibar,29,ESP,1722.91577148,ESP-La Liga,2018-5-21
Getafe,31,ESP,1719.07299805,ESP-La Liga,2018-5-21
Celta,32,ESP,1716.06677246,ESP-La Liga,2018-5-21
Alaves,35,ESP,1704.14526367,ESP-La Liga,2018-5-21
Bilbao,38,ESP,1697.80603027,ESP-La Liga,2018-5-21
Levante,40,ESP,1692.64025879,ESP-La Liga,2018-5-21
Girona,50,ESP,1661.68249512,ESP-La Liga,2018-5-21
Leganes,57,ESP,1632.4786377,ESP-La Liga,2018-5-21
Depor,69,ESP,1597.65991211,ESP-La Liga,2018-5-21
Malaga,72,ESP,1580.13549805,ESP-La Liga,2018-5-21
Las Palmas,89,ESP,1538.85888672,ESP-La Liga,2018-5-21
Barcelona,1,ESP,2027.20507812,ESP-La Liga,2018-5-28
Real Madrid,2,ESP,2022.88867188,ESP-La Liga,2018-5-28
Atletico,6,ESP,1931.30737305,ESP-La Liga,2018-5-28
Valencia,15,ESP,1798.97851562,ESP-La Liga,2018-5-28
Sevilla,19,ESP,1764.32128906,ESP-La Liga,2018-5-28
Villarreal,20,ESP,1761.08190918,ESP-La Liga,2018-5-28
Sociedad,26,ESP,1731.92907715,ESP-La Liga,2018-5-28
Espanyol,27,ESP,1729.14025879,ESP-La Liga,2018-5-28
Betis,28,ESP,1725.50952148,ESP-La Liga,2018-5-28
Eibar,29,ESP,1725.2401123,ESP-La Liga,2018-5-28
Getafe,31,ESP,1721.39746094,ESP-La Liga,2018-5-28
Celta,32,ESP,1718.39123535,ESP-La Liga,2018-5-28
Alaves,35,ESP,1706.46960449,ESP-La Liga,2018-5-28
Bilbao,36,ESP,1700.13037109,ESP-La Liga,2018-5-28
Levante,39,ESP,1694.96459961,ESP-La Liga,2018-5-28
Girona,48,ESP,1664.00695801,ESP-La Liga,2018-5-28
Leganes,55,ESP,1634.80310059,ESP-La Liga,2018-5-28
Depor,68,ESP,1599.984375,ESP-La Liga,2018-5-28
Malaga,72,ESP,1582.45983887,ESP-La Liga,2018-5-28
Las Palmas,89,ESP,1541.18322754,ESP-La Liga,2018-5-28
Barcelona,1,ESP,2027.20507812,ESP-La Liga,2018-6-4
Real Madrid,2,ESP,2022.88867188,ESP-La Liga,2018-6-4
Atletico,6,ESP,1931.30737305,ESP-La Liga,2018-6-4
Valencia,15,ESP,1798.97851562,ESP-La Liga,2018-6-4
Sevilla,19,ESP,1764.32128906,ESP-La Liga,2018-6-4
